Tempo,Acc_Y
8.545745611190796,0.01
8.562233686447144,0.02
8.57876706123352,0.01
8.59910249710083,0.0
8.615337610244751,-0.01
8.632191896438599,-0.0
8.649227619171143,-0.0
8.668662309646606,0.02
8.685420036315918,0.0
8.702115774154663,0.0
8.721948862075806,-0.0
8.738666772842407,0.01
8.75509524345398,0.0
8.775322437286377,0.01
8.791162490844727,0.0
8.80901050567627,-0.0
8.82478928565979,0.01
8.84510326385498,0.01
8.861876487731934,0.02
8.87803053855896,0.0
8.898305177688599,-0.01
8.914149761199951,0.01
8.931121349334717,0.02
8.951128959655762,0.02
8.967623949050903,0.0
8.984238147735596,0.01
9.00445032119751,-0.01
9.0212242603302,0.0
9.037553071975708,-0.0
9.05384349822998,0.01
9.074382781982422,0.0
9.090914487838743,-0.0
9.107088804244995,0.0
9.127697944641112,-0.01
9.144152164459229,-0.01
9.16015648841858,-0.0
9.180299520492554,0.0
9.19678783416748,-0.01
9.213716506958008,0.0
9.234101057052612,0.0
9.250475883483888,0.01
9.267007827758787,0.01
9.283503293991089,0.0
9.303776502609251,-0.0
9.32039737701416,-0.0
9.337264776229858,0.0
9.356726169586182,-0.0
9.373476028442385,0.01
9.390156030654907,-0.0
9.406350374221802,0.0
9.42657208442688,0.01
9.443117141723633,0.01
9.460154294967651,-0.01
9.480150938034058,0.01
9.496251583099363,-0.0
9.51281714439392,0.0
9.53307819366455,-0.01
9.549509763717651,-0.01
9.566136360168455,0.0
9.58555006980896,0.01
9.602342128753662,0.0
9.619089603424072,0.01
9.635528802871704,0.0
9.65608525276184,0.01
9.672396898269652,0.01
9.68888235092163,0.0
9.70924162864685,0.01
9.72551727294922,0.01
9.742274761199951,0.0
9.762337684631348,0.02
9.779379844665527,0.02
9.794623374938965,0.0
9.811031341552734,-0.01
9.831551551818848,-0.01
9.848217010498049,0.01
9.864657163619995,0.0
9.884994983673096,-0.0
9.901337146759031,0.0
9.918545007705688,-0.01
9.93796181678772,-0.02
9.955222606658936,-0.01
9.971757411956789,-0.01
9.991133451461792,0.01
10.008504629135132,-0.02
